gene,type,gene_model_description,all_gene_symbols,log2foldchange,p_value,pwo1_target,ubp5_target
AT3G07720,upregulated,"Galactose oxidase/kelch repeat superfamily protein; CONTAINS InterPro DOMAIN/s: Galactose oxidase/kelch, beta-propeller (InterPro:IPR011043), Kelch repeat type 1 (InterPro:IPR006652), Kelch-type beta propeller (InterPro:IPR015915); BEST Arabidopsis thaliana protein match is: nitrile specifier protein 5 (TAIR:AT5G48180.1); Has 10920 Blast hits to 5857 proteins in 349 species: Archae - 8; Bacteria - 366; Metazoa - 5368; Fungi - 1057; Plants - 2178; Viruses - 16; Other Eukaryotes - 1927 (source: NCBI BLink).",NA,1.11429546809876,6.88754791172291e-8,FALSE,TRUE
AT3G07880,downregulated,"SUPERCENTIPEDE1 (SCN1); FUNCTIONS IN: Rho GDP-dissociation inhibitor activity; INVOLVED IN: root epidermal cell differentiation, cell tip growth; LOCATED IN: cytoplasm; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Immunoglobulin E-set (InterPro:IPR014756), RHO protein GDP dissociation inhibitor (InterPro:IPR000406); BEST Arabidopsis thaliana protein match is: Immunoglobulin E-set superfamily protein (TAIR:AT1G62450.1); Has 660 Blast hits to 660 proteins in 181 species: Archae - 0; Bacteria - 0; Metazoa - 325; Fungi - 162; Plants - 120; Viruses - 0; Other Eukaryotes - 53 (source: NCBI BLink).",SUPERCENTIPEDE1 (SCN1),-0.535569326965424,7.8453828156316e-4,FALSE,TRUE
AT3G07940,downregulated,"Calcium-dependent ARF-type GTPase activating protein family; FUNCTIONS IN: ARF GTPase activator activity, zinc ion binding; INVOLVED IN: regulation of ARF GTPase activity; LOCATED IN: cellular_component unknown; EXPRESSED IN: 18 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Arf GTPase activating protein (InterPro:IPR001164), C2 membrane targeting protein (InterPro:IPR018029), C2 calcium/lipid-binding domain, CaLB (InterPro:IPR008973), C2 calcium-dependent membrane targeting (InterPro:IPR000008); BEST Arabidopsis thaliana protein match is: Calcium-dependent ARF-type GTPase activating protein family (TAIR:AT4G21160.4); Has 9376 Blast hits to 8361 proteins in 305 species: Archae - 0; Bacteria - 0; Metazoa - 5295; Fungi - 1386; Plants - 1701; Viruses - 0; Other Eukaryotes - 994 (source: NCBI BLink).",NA,-0.484757182101591,0.00179224465264457,FALSE,TRUE
AT3G08040,upregulated,"Encodes a member of the MATE (multidrug and toxin efflux family), expressed in roots but not shoots. Mutants accumulate excess iron, manganese and zinc, and express root Fe(III) chelatase activity even under iron sufficiency conditions. FRD3 is likely to function in root xylem loading of an iron chelator or other factor necessary for efficient iron uptake out of the xylem or apoplastic space and into leaf cells.",FERRIC REDUCTASE DEFECTIVE 3 (FRD3); (ATFRD3);MANGANESE ACCUMULATOR 1 (MAN1),0.994689775822022,3.78271043925081e-6,FALSE,FALSE
AT3G08660,downregulated,"Phototropic-responsive NPH3 family protein; FUNCTIONS IN: signal transducer activity; INVOLVED IN: response to light stimulus, N-terminal protein myristoylation; LOCATED IN: chloroplast; EXPRESSED IN: 8 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: NPH3 (InterPro:IPR004249), BTB/POZ (InterPro:IPR013069), BTB/POZ fold (InterPro:IPR011333), BTB/POZ-like (InterPro:IPR000210); BEST Arabidopsis thaliana protein match is: Phototropic-responsive NPH3 family protein (TAIR:AT3G08570.1); Has 956 Blast hits to 919 proteins in 46 species: Archae - 0; Bacteria - 0; Metazoa - 68; Fungi - 0; Plants - 886; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).",NA,-0.889970250487761,0.00252904175737685,FALSE,FALSE
AT3G08770,downregulated,"Predicted to encode a PR (pathogenesis-related) protein.  Belongs to the lipid transfer protein (PR-14) family with the following members:   At2g38540/LTP1, At2g38530/LTP2, At5g59320/LTP3, At5g59310/LTP4, At3g51600/LTP5, At3g08770/LTP6, At2g15050/LTP7, At2g18370/LTP8, At2g15325/LTP9, At5g01870/LTP10, At4g33355/LTP11, At3g51590/LTP12, At5g44265/LTP13, At5g62065/LTP14, At4g08530/LTP15.",LIPID TRANSFER PROTEIN 6 (LTP6),-0.581655858944207,0.0029317010650367,FALSE,FALSE
AT3G08860,downregulated,Encodes a protein that is predicted to have beta-alanine aminotransferase activity.,PYRIMIDINE 4 (PYD4),-1.25107550952947,0.00373410898394572,FALSE,FALSE
AT3G08870,downregulated,"Concanavalin A-like lectin protein kinase family protein; FUNCTIONS IN: kinase activity; INVOLVED IN: protein amino acid phosphorylation, N-terminal protein myristoylation; LOCATED IN: endomembrane system; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Legume lectin, beta chain (InterPro:IPR001220), Protein kinase, ATP binding site (InterPro:IPR017441), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Concanavalin A-like lectin/glucanase, subgroup (InterPro:IPR013320), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271), Protein kinase, catalytic domain (InterPro:IPR000719), Concanavalin A-like lectin/glucanase (InterPro:IPR008985); BEST Arabidopsis thaliana protein match is: lectin receptor kinase a4.1 (TAIR:AT5G01550.1); Has 126249 Blast hits to 124574 proteins in 5056 species: Archae - 117; Bacteria - 14623; Metazoa - 46287; Fungi - 11015; Plants - 35222; Viruses - 451; Other Eukaryotes - 18534 (source: NCBI BLink).",NA,-1.09377682186033,7.59636970561682e-4,FALSE,TRUE
AT3G08920,downregulated,Rhodanese/Cell cycle control phosphatase superfamily protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Rhodanese-like (InterPro:IPR001763); BEST Arabidopsis thaliana protein match is: Rhodanese/Cell cycle control phosphatase superfamily protein (TAIR:AT2G42220.1); Has 237 Blast hits to 237 proteins in 53 species: Archae - 0; Bacteria - 52; Metazoa - 3; Fungi - 0; Plants - 146; Viruses - 0; Other Eukaryotes - 36 (source: NCBI BLink).,NA,-0.504699067210192,3.5100188006181e-4,FALSE,TRUE
AT3G08940,downregulated,"Lhcb4.2 protein (Lhcb4.2, protein involved in the light harvesting complex of photosystem II",LIGHT HARVESTING COMPLEX PHOTOSYSTEM II (LHCB4.2),-1.21362351224313,7.09130425227741e-16,FALSE,FALSE
AT3G09600,downregulated,Encodes a MYB-like transcription factor similar to CIRCADIAN CLOCK-ASSOCIATED1 (CCA1) and ELONGATED HYPOCOTYL (LHY). Involved in the regulation of circadian clock by modulating the pattern of histone 3 (H3) acetylation.,LHY-CCA1-LIKE5 (LCL5);REVEILLE 8 (RVE8),-0.547979191811711,0.00242015944067421,FALSE,FALSE
AT3G09922,downregulated,"AF236376 Arabidopsis thaliana IPS1 mRNA, complete sequence",INDUCED BY PHOSPHATE STARVATION1 (IPS1);A. THALIANA INDUCED BY PHOSPHATE STARVATION1 (ATIPS1),-1.2465840802278,3.84273146081919e-4,FALSE,FALSE
AT3G10040,upregulated,sequence-specific DNA binding transcription factors; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G76870.1); Has 3136 Blast hits to 1955 proteins in 249 species: Archae - 4; Bacteria - 147; Metazoa - 846; Fungi - 267; Plants - 330; Viruses - 57; Other Eukaryotes - 1485 (source: NCBI BLink).,NA,1.32997121868571,4.84417099297335e-7,TRUE,TRUE
AT3G10050,upregulated,first enzyme in the biosynthetic pathway of isoleucine,L-O-METHYLTHREONINE RESISTANT 1 (OMR1),0.598246451964093,2.9825470674397e-4,FALSE,FALSE
AT3G10690,upregulated,"DNA GYRASE A (GYRA); FUNCTIONS IN: DNA topoisomerase activity, catalytic activity, ATP binding; INVOLVED IN: DNA topological change, DNA metabolic process; LOCATED IN: mitochondrion, chloroplast, nucleoid; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: DNA gyrase, subunit A (InterPro:IPR005743), DNA topoisomerase, type IIA, subunit A/C-terminal (InterPro:IPR002205), DNA topoisomerase, type IIA, subunit A/ C-terminal, alpha-beta (InterPro:IPR013758), DNA topoisomerase, type IIA, subunit A, alpha-helical (InterPro:IPR013757), DNA topoisomerase, type IIA, central (InterPro:IPR013760), DNA gyrase/topoisomerase IV, subunit A, C-terminal beta-pinwheel (InterPro:IPR006691); BEST Arabidopsis thaliana protein match is: topoisomerase II (TAIR:AT3G23890.1); Has 22353 Blast hits to 21396 proteins in 3265 species: Archae - 84; Bacteria - 12907; Metazoa - 182; Fungi - 204; Plants - 111; Viruses - 99; Other Eukaryotes - 8766 (source: NCBI BLink).",DNA GYRASE A (GYRA),0.776667076080568,9.74899146589734e-7,TRUE,TRUE
AT3G10840,upregulated,"alpha/beta-Hydrolases superfamily protein; FUNCTIONS IN: hydrolase activity, catalytic activity; LOCATED IN: chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Epoxide hydrolase-like (InterPro:IPR000639), Alpha/beta hydrolase fold-1 (InterPro:IPR000073); BEST Arabidopsis thaliana protein match is: alpha/beta-Hydrolases superfamily protein (TAIR:AT1G15490.1); Has 7044 Blast hits to 6961 proteins in 1208 species: Archae - 69; Bacteria - 5119; Metazoa - 311; Fungi - 102; Plants - 308; Viruses - 4; Other Eukaryotes - 1131 (source: NCBI BLink).",NA,0.552369670857066,0.0019950716436863,FALSE,TRUE
AT3G10930,upregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 18 plant structures; EXPRESSED DURING: 9 growth stages; Has 1 Blast hits to 1 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,NA,1.55366405945958,0.00342678161371016,FALSE,FALSE
AT3G11670,downregulated,"Responsible for the final assembly of galactolipids in photosynthetic membranes.  Provides stability to the PS I core complex (e.g. subunits PsaD, PsaE).",DIGALACTOSYL DIACYLGLYCEROL DEFICIENT 1 (DGD1),-0.624981019506581,1.17028773159368e-4,FALSE,TRUE
AT3G12080,downregulated,"embryo defective 2738 (emb2738); FUNCTIONS IN: GTP binding; INVOLVED IN: embryo development ending in seed dormancy; LOCATED IN: chloroplast; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: GTP-binding, EngA (InterPro:IPR016484), Small GTP-binding protein (InterPro:IPR005225), GTP1/OBG (InterPro:IPR006073), GTP-binding protein, HSR1-related (InterPro:IPR002917); BEST Arabidopsis thaliana protein match is: GTP binding;GTP binding (TAIR:AT5G39960.1); Has 46668 Blast hits to 25884 proteins in 2974 species: Archae - 250; Bacteria - 36183; Metazoa - 387; Fungi - 453; Plants - 421; Viruses - 0; Other Eukaryotes - 8974 (source: NCBI BLink).",EMBRYO DEFECTIVE 2738 (emb2738),-0.47730507599134,0.00178268237255549,FALSE,TRUE
AT3G12300,downregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF667 (InterPro:IPR007714); Has 373 Blast hits to 371 proteins in 116 species: Archae - 0; Bacteria - 0; Metazoa - 213; Fungi - 4; Plants - 71; Viruses - 0; Other Eukaryotes - 85 (source: NCBI BLink).,(ATBUG22); (BUG22),-0.635779462314365,3.29727897621719e-4,FALSE,FALSE
AT3G12320,downregulated,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G06980.4); Has 102 Blast hits to 102 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 98; Viruses - 0; Other Eukaryotes - 4 (source: NCBI BLink).,NA,-1.34462674195025,2.10303607974752e-10,FALSE,TRUE
AT3G12580,upregulated,"heat shock protein 70 (HSP70); FUNCTIONS IN: ATP binding; INVOLVED IN: in 9 processes; LOCATED IN: cytosol, mitochondrion, cell wall, plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Heat shock protein 70, conserved site (InterPro:IPR018181), Heat shock protein Hsp70 (InterPro:IPR001023), Heat shock protein 70 (InterPro:IPR013126); BEST Arabidopsis thaliana protein match is: heat shock cognate protein 70-1 (TAIR:AT5G02500.1); Has 34126 Blast hits to 33731 proteins in 4830 species: Archae - 159; Bacteria - 16481; Metazoa - 3906; Fungi - 1752; Plants - 1258; Viruses - 310; Other Eukaryotes - 10260 (source: NCBI BLink).",ARABIDOPSIS HEAT SHOCK PROTEIN 70 (ATHSP70);HEAT SHOCK PROTEIN 70 (HSP70),0.88112606409612,8.8530416718619e-5,FALSE,FALSE
AT3G12710,downregulated,"DNA glycosylase superfamily protein; FUNCTIONS IN: DNA-3-methyladenine glycosylase I activity, catalytic activity; INVOLVED IN: DNA repair, base-excision repair; EXPRESSED IN: 20 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: DNA glycosylase (InterPro:IPR011257), Methyladenine glycosylase (InterPro:IPR005019); BEST Arabidopsis thaliana protein match is: DNA glycosylase superfamily protein (TAIR:AT5G44680.1); Has 3673 Blast hits to 3673 proteins in 1573 species: Archae - 10; Bacteria - 3171; Metazoa - 4; Fungi - 0; Plants - 166; Viruses - 0; Other Eukaryotes - 322 (source: NCBI BLink).",NA,-0.472468386545749,0.0018262734776439,FALSE,FALSE
AT3G12830,upregulated,SAUR-like auxin-responsive protein family ; CONTAINS InterPro DOMAIN/s: Auxin responsive SAUR protein (InterPro:IPR003676); BEST Arabidopsis thaliana protein match is: SAUR-like auxin-responsive protein family  (TAIR:AT1G56150.1); Has 1206 Blast hits to 1201 proteins in 26 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1205; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,NA,1.00374191637227,0.0011832585259833,FALSE,TRUE
AT3G12900,upregulated,"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein; FUNCTIONS IN: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors, oxidoreductase activity; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: root; CONTAINS InterPro DOMAIN/s: Oxoglutarate/iron-dependent oxygenase (InterPro:IPR005123); BEST Arabidopsis thaliana protein match is: 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (TAIR:AT1G55290.1); Has 8653 Blast hits to 8615 proteins in 1001 species: Archae - 0; Bacteria - 1126; Metazoa - 119; Fungi - 1049; Plants - 4930; Viruses - 0; Other Eukaryotes - 1429 (source: NCBI BLink).",NA,7.63781635862016,1.26433729159284e-22,FALSE,FALSE
AT3G13150,upregulated,Tetratricopeptide repeat (TPR)-like superfamily protein; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Tetratricopeptide repeat (TPR)-like superfamily protein (TAIR:AT3G13160.1); Has 101842 Blast hits to 26082 proteins in 1101 species: Archae - 126; Bacteria - 13439; Metazoa - 13887; Fungi - 11474; Plants - 44736; Viruses - 475; Other Eukaryotes - 17705 (source: NCBI BLink).,NA,0.710557473581805,0.00145004376097682,FALSE,TRUE
AT3G13160,upregulated,"Tetratricopeptide repeat (TPR)-like superfamily protein; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion, membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Pentatricopeptide repeat (InterPro:IPR002885); BEST Arabidopsis thaliana protein match is: Tetratricopeptide repeat (TPR)-like superfamily protein (TAIR:AT1G55890.1); Has 40331 Blast hits to 13148 proteins in 280 species: Archae - 5; Bacteria - 51; Metazoa - 319; Fungi - 323; Plants - 38622; Viruses - 0; Other Eukaryotes - 1011 (source: NCBI BLink).",NA,0.533272773751137,0.00323415582507398,FALSE,FALSE
AT3G13277,downregulated,other RNA,NA,-1.08773801680287,0.00189408214421356,TRUE,TRUE
AT3G13470,upregulated,"Encodes a subunit of chloroplasts chaperonins that are involved in mediating the folding of newly synthesized, translocated, or stress-denatured proteins.  Cpn60 subunits are: Cpn60alpha1 (At2g28000), AtCpn60alpha2 (At5g18820), AtCpn60beta1 (At1g55490), AtCpn60beta2 (At3g13470), AtCpn60beta3 (At5g56500), AtCpn60beta4 (At1g26230).",CHAPERONIN-60BETA2 (CPN60BETA2),0.649002730297648,0.00204500525524944,FALSE,FALSE
AT3G13690,downregulated,"Protein kinase protein with adenine nucleotide alpha hydrolases-like domain; FUNCTIONS IN: protein tyrosine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, catalytic domain (InterPro:IPR000719), Tyrosine-protein kinase, active site (InterPro:IPR008266), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009); BEST Arabidopsis thaliana protein match is: Protein kinase protein with adenine nucleotide alpha hydrolases-like domain (TAIR:AT1G55200.1); Has 113730 Blast hits to 112457 proteins in 4634 species: Archae - 101; Bacteria - 13731; Metazoa - 41958; Fungi - 9110; Plants - 32440; Viruses - 341; Other Eukaryotes - 16049 (source: NCBI BLink).",NA,-0.491273132225377,5.95343815758908e-4,FALSE,FALSE
AT3G13980,downregulated,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G54200.1); Has 1485 Blast hits to 418 proteins in 98 species: Archae - 0; Bacteria - 6; Metazoa - 246; Fungi - 61; Plants - 107; Viruses - 6; Other Eukaryotes - 1059 (source: NCBI BLink).,NA,-0.956448555609915,2.47216777225466e-4,FALSE,FALSE
AT3G14070,downregulated,"Involved in cation (K, Na and Mn) homeostasis and transport",CATION EXCHANGER 9 (CAX9);CATION CALCIUM EXCHANGER 3 (CCX3);CATION CALCIUM EXCHANGER 3 (ATCCX3),-1.38311541955321,1.29755295660052e-5,TRUE,TRUE
AT3G14170,downregulated,"Plant protein of unknown function (DUF936); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF936, plant (InterPro:IPR010341); BEST Arabidopsis thaliana protein match is: Plant protein of unknown function (DUF936) (TAIR:AT1G08760.1); Has 314 Blast hits to 224 proteins in 22 species: Archae - 0; Bacteria - 0; Metazoa - 17; Fungi - 0; Plants - 291; Viruses - 0; Other Eukaryotes - 6 (source: NCBI BLink).",NA,-1.02570737882719,0.00305848630838409,FALSE,FALSE
AT3G14610,upregulated,putative cytochrome P450,"CYTOCHROME P450, FAMILY 72, SUBFAMILY A, POLYPEPTIDE 7 (CYP72A7)",0.564638769324949,0.00147081675801232,FALSE,FALSE
AT3G14870,upregulated,"Plant protein of unknown function (DUF641); CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF641, plant (InterPro:IPR006943); BEST Arabidopsis thaliana protein match is: Plant protein of unknown function (DUF641) (TAIR:AT1G53380.3); Has 436 Blast hits to 433 proteins in 67 species: Archae - 9; Bacteria - 8; Metazoa - 66; Fungi - 13; Plants - 283; Viruses - 0; Other Eukaryotes - 57 (source: NCBI BLink).",NA,0.75216925575359,7.83409346117545e-4,FALSE,FALSE
AT3G14900,upregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: embryo development; LOCATED IN: chloroplast; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 13 growth stages; Has 17135 Blast hits to 10204 proteins in 644 species: Archae - 47; Bacteria - 1684; Metazoa - 5536; Fungi - 2506; Plants - 1043; Viruses - 361; Other Eukaryotes - 5958 (source: NCBI BLink).,EMBRYO DEFECTIVE 3120 (EMB3120),0.905478150688017,6.62543359627448e-6,TRUE,TRUE
AT3G14990,upregulated,"Encodes a homolog of animal DJ-1 superfamily protein.  In the A. thaliana genome, three genes encoding close homologs of human DJ-1 were identified AT3G14990 (DJ1A), AT1G53280 (DJ1B) and AT4G34020 (DJ1C).  Among the three homologs, DJ1C is essential for chloroplast development and viability.",DJ-1 HOMOLOG A (DJ1A);DJ-1 HOMOLOG A (AtDJ1A),0.559290933099647,5.31766283191224e-4,FALSE,FALSE
AT3G15090,upregulated,"GroES-like zinc-binding alcohol dehydrogenase family protein; FUNCTIONS IN: oxidoreductase activity, zinc ion binding; INVOLVED IN: oxidation reduction; LOCATED IN: mitochondrion; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: GroES-like (InterPro:IPR011032), Alcohol dehydrogenase GroES-like (InterPro:IPR013154), Alcohol dehydrogenase, C-terminal (InterPro:IPR013149), Alcohol dehydrogenase superfamily, zinc-containing (InterPro:IPR002085); BEST Arabidopsis thaliana protein match is: Oxidoreductase, zinc-binding dehydrogenase family protein (TAIR:AT1G23740.1); Has 32555 Blast hits to 32407 proteins in 2523 species: Archae - 489; Bacteria - 20756; Metazoa - 1208; Fungi - 3376; Plants - 855; Viruses - 0; Other Eukaryotes - 5871 (source: NCBI BLink).",NA,0.535235686556186,0.00318503325401218,FALSE,TRUE
AT3G15140,upregulated,"Polynucleotidyl transferase, ribonuclease H-like superfamily protein; FUNCTIONS IN: exonuclease activity; LOCATED IN: intracellular, chloroplast; EXPRESSED IN: 14 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Exonuclease, RNase T/DNA polymerase III (InterPro:IPR013520); Has 576 Blast hits to 576 proteins in 123 species: Archae - 0; Bacteria - 44; Metazoa - 336; Fungi - 16; Plants - 80; Viruses - 0; Other Eukaryotes - 100 (source: NCBI BLink).",NA,0.824979911149024,1.05915382887958e-4,FALSE,FALSE
AT3G15353,downregulated,"metallothionein, binds to and detoxifies excess copper and other metals, limiting oxidative damage",(ATMT3);METALLOTHIONEIN 3 (MT3),-0.504540167999262,4.52591272467301e-4,FALSE,FALSE
AT3G15620,upregulated,Required for photorepair of 6-4 photoproducts in Arabidopsis thaliana.,UV REPAIR DEFECTIVE 3 (UVR3),0.994818221359215,6.81701365398962e-6,FALSE,FALSE
AT3G15630,upregulated,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G52720.1); Has 61 Blast hits to 61 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 61; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,NA,0.506770141125498,0.00229673401543599,FALSE,FALSE
AT3G15640,upregulated,"Rubredoxin-like superfamily protein; FUNCTIONS IN: cytochrome-c oxidase activity, cobalt ion binding, zinc ion binding, metal ion binding; LOCATED IN: mitochondrial envelope, mitochondrion, chloroplast thylakoid membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Cytochrome c oxidase, subunit Vb (InterPro:IPR002124); BEST Arabidopsis thaliana protein match is: Rubredoxin-like superfamily protein (TAIR:AT1G80230.1); Has 469 Blast hits to 469 proteins in 163 species: Archae - 0; Bacteria - 0; Metazoa - 236; Fungi - 89; Plants - 104; Viruses - 0; Other Eukaryotes - 40 (source: NCBI BLink).",NA,0.435027454471551,0.00352769868289877,FALSE,TRUE
AT3G15790,downregulated,Protein containing methyl-CpG-binding domain.Has sequence similarity to human MBD proteins.,(ATMBD11);METHYL-CPG-BINDING DOMAIN 11 (MBD11),-0.961630213129523,4.42919440434341e-9,FALSE,FALSE
AT3G16140,downregulated,Encodes subunit H of photosystem I reaction center subunit VI.,PHOTOSYSTEM I SUBUNIT H-1 (PSAH-1),-0.511629417320303,4.45350628715729e-4,FALSE,FALSE
AT3G16240,downregulated,"Delta tonoplast intrinsic protein, functions as a water channel and ammonium (NH3) transporter. Highly expressed in flower, shoot, and stem. Expression shows diurnal regulation and is induced by ammonium (NH3). Protein localized to vacuolar membrane.",(TIP2;1);DELTA TONOPLAST INTEGRAL PROTEIN (DELTA-TIP); (DELTA-TIP1); (ATTIP2;1); (AQP1),-0.570637753356727,1.75966410767315e-4,FALSE,FALSE
AT3G16310,upregulated,"mitotic phosphoprotein N' end (MPPN) family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: MPPN (InterPro:IPR007846), Nucleoporin, NUP53 (InterPro:IPR017389); Has 220 Blast hits to 220 proteins in 83 species: Archae - 0; Bacteria - 0; Metazoa - 144; Fungi - 5; Plants - 57; Viruses - 0; Other Eukaryotes - 14 (source: NCBI BLink).",NA,0.555056692703746,1.28149146080397e-4,TRUE,TRUE
AT3G16330,upregulated,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G52140.1); Has 109 Blast hits to 109 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 109; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,NA,1.10893996101077,2.40920761687943e-4,FALSE,FALSE
AT3G16370,downregulated,"GDSL-like Lipase/Acylhydrolase superfamily protein; FUNCTIONS IN: hydrolase activity, acting on ester bonds, carboxylesterase activity; INVOLVED IN: lipid metabolic process; LOCATED IN: apoplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Lipase, GDSL (InterPro:IPR001087); BEST Arabidopsis thaliana protein match is: GDSL-like Lipase/Acylhydrolase superfamily protein (TAIR:AT5G22810.1); Has 3678 Blast hits to 3640 proteins in 303 species: Archae - 0; Bacteria - 507; Metazoa - 0; Fungi - 26; Plants - 3124; Viruses - 0; Other Eukaryotes - 21 (source: NCBI BLink).",NA,-0.518142899667771,0.00147965109299417,FALSE,FALSE
AT3G16670,upregulated,Pollen Ole e 1 allergen and extensin family protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: response to oxidative stress; LOCATED IN: endomembrane system; EXPRESSED IN: 9 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Pollen Ole e 1 allergen/extensin (InterPro:IPR006041); BEST Arabidopsis thaliana protein match is: Pollen Ole e 1 allergen and extensin family protein (TAIR:AT3G16660.1); Has 73 Blast hits to 73 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 72; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,NA,1.25063802503127,0.00204592873426606,FALSE,FALSE
AT3G16730,downregulated,"CONTAINS InterPro DOMAIN/s: Non-SMC condensin II complex, subunit H2-like (InterPro:IPR009378); Has 249 Blast hits to 211 proteins in 82 species: Archae - 0; Bacteria - 0; Metazoa - 145; Fungi - 8; Plants - 30; Viruses - 0; Other Eukaryotes - 66 (source: NCBI BLink).",HYPERSENSITIVE TO EXCESS BORON 2 (HEB2),-0.89178332855911,3.96399026259242e-5,TRUE,TRUE
